epoch,loss,loss_natural,loss_robust,lambda_min,lambda_max,lambda_mean,acc_natural,acc_robust,robust_drop,attack_success_rate,alpha_c_0,alpha_c_1,alpha_c_2,alpha_c_3,alpha_c_4,alpha_c_5,alpha_c_6,alpha_c_7,alpha_c_8,alpha_c_9,beta_c_0,beta_c_1,beta_c_2,beta_c_3,beta_c_4,beta_c_5,beta_c_6,beta_c_7,beta_c_8,beta_c_9
21,0.5677843060684205,0.0,0.0,0.020845063030719757,1.9117506742477417,0.3596943735009264,0.5579000000000001,0.019499999999999962,0.5384000000000001,0.9805,0.5022100153786447,0.01838109961977643,0.6832592555933901,0.9999610277088097,0.5393455057497829,0.6611745736330671,0.3509922844293477,0.29104629128247195,0.15666686251289086,0.10864437918785824,0.6721559497515869,0.5455674741159925,0.5277150950032522,0.4087558553716087,0.5665505927608675,0.21037926032658086,0.41640841127443246,0.42297184201019344,0.5428504642687024,0.48526271767652285
22,0.5586445203208923,0.0,0.0,0.013717575930058956,1.8792738914489746,0.35598993632951964,0.673,0.007900000000000018,0.6651,0.9921,0.509067942876645,0.029939728703283135,0.6828118437696296,0.9994403453129331,0.5363932527468332,0.6353767166662094,0.34563194291518473,0.2843061126959141,0.17854470274422457,0.13200144880139233,0.7947149921942245,0.4641619930019998,0.5838571695272651,0.49900135379808636,0.5103497536247953,0.19385106065322447,0.39734407525052273,0.38107298788569316,0.574751280841258,0.4200994049341765
23,0.5469697040748596,0.0,0.0,0.015830542892217636,2.0213329792022705,0.35072207134550487,0.43589999999999995,0.02939999999999998,0.4065,0.9706,0.5147345203267949,0.020840060345166365,0.6857797260327108,1.0,0.5370757452514775,0.6405101436025956,0.35757554949545883,0.27802983408465104,0.1581248501786138,0.11345741408534676,0.8175728769253587,0.4436562467554627,0.6712793976049442,0.6068620225009711,0.5749905486972264,0.24172200328644242,0.3860679934604589,0.39947812687700895,0.4928869834548467,0.41635541185496083
24,0.5313485803985596,0.0,0.0,0.01702643558382988,2.1052913665771484,0.338608496558026,0.532,0.012900000000000023,0.5191,0.9871,0.5179108351545261,0.016588507997615815,0.6766358683328799,0.9999640055019837,0.5087699694630435,0.6695219545870486,0.3248456841063164,0.2429832565119428,0.1463339211140803,0.1350341594204559,0.7230080192637108,0.45207151201079643,0.5932986757210682,0.6247644320825863,0.5200955868648637,0.24469854062913782,0.45712824900339233,0.3146283023132016,0.5133038156218065,0.49474267572964853
25,0.5368957126998901,0.0,0.0,0.01104443334043026,2.0778424739837646,0.33525231800725697,0.37439999999999996,0.023299999999999987,0.35109999999999997,0.9767,0.517648469227964,0.018891195206881484,0.6626974873225707,0.9998727071925503,0.5026464048401474,0.6391411330693823,0.3274038533496735,0.2810556282196432,0.16550095997023684,0.1264389628263125,0.7683653917277942,0.41018941195781733,0.5255962070655268,0.6178767535492511,0.49344263723610765,0.24436994831618444,0.3225803221409183,0.3510384503177732,0.44455746201502966,0.41843243081794335
26,0.5249274340438843,0.0,0.0,0.014739271253347397,2.0985255241394043,0.33453741292362016,0.5465,0.01100000000000001,0.5355,0.989,0.5284479570663189,0.010576544747845081,0.7064594754477596,1.0,0.5339661671987275,0.6367958323729922,0.35243365873613625,0.27949476633024406,0.1741328200302965,0.14657809982990935,0.7213026394167215,0.3564547471540725,0.7216958477402396,0.6981449615391319,0.5417766117650415,0.20478093285051643,0.38419462906439666,0.35093500448049636,0.4495143404181646,0.3903801396356352
27,0.5689862158966065,0.0,0.0,0.013602634891867638,1.9038960933685303,0.3514697970560445,0.8036,0.00770000000000004,0.7958999999999999,0.9923,0.51018226836496,0.025279137062142864,0.6467958110220292,1.0,0.5167473999740523,0.6269055144561221,0.3569428983901906,0.31226473829954327,0.13749988120273435,0.13059912336623425,0.8714040475885582,0.42855238877302343,0.516329689598952,0.6889178844792839,0.5378039917715675,0.24412545550491332,0.3727279275190085,0.3706922391852331,0.37617162237291596,0.42768624953716
28,0.5824352566146851,0.0,0.0,0.014591807499527931,2.0741608142852783,0.3654201428984742,0.5846,0.028000000000000025,0.5566,0.972,0.5133155610250391,0.04507454036457507,0.6709941029548645,0.999903300839007,0.6212222829194325,0.6634990086640848,0.4221541687579411,0.3070593868856273,0.1429923550352928,0.11206362918144344,0.7383471123131035,0.45666982055358263,0.4900743800960958,0.5603490430668777,0.5746548951524869,0.22601643606128358,0.40649435394937816,0.3108079428495744,0.4057699523263556,0.3474218298733482
29,0.5375477697372436,0.0,0.0,0.01541175041347742,1.9034098386764526,0.3541181367224135,0.5722,0.009199999999999986,0.5630000000000001,0.9908,0.539989461984171,0.03723400900706999,0.7276720835272309,0.9994161336318307,0.5757212147230992,0.6690894118355363,0.3799973234648595,0.283820606939628,0.12615397224134867,0.11313849518707086,0.8644904312880143,0.3692267372480134,0.6147196498714969,0.6558785013773519,0.48377672753766027,0.35516443512523954,0.36240523739991,0.26412673214348653,0.3013330762181669,0.3529440598881534
30,0.5137749765014649,0.0,0.0,0.009897195734083652,2.0257158279418945,0.33426699027076096,0.4698,0.025499999999999967,0.44430000000000003,0.9745,0.5354025175656809,0.019758098744689024,0.6665292953896096,0.9997499258926762,0.567960682046383,0.6915573769670618,0.3338831068800234,0.28091054696523016,0.14593938505753418,0.11628697048205777,0.8682859306464262,0.2724277188821608,0.5902051142871837,0.6722211826811818,0.5084218616261507,0.3204946983962908,0.37548593525974855,0.27221666871170486,0.3570486596354362,0.27713528525708314
