epoch,loss,loss_natural,loss_robust,lambda_min,lambda_max,lambda_mean,acc_natural,acc_robust,robust_drop,attack_success_rate,alpha_c_0,alpha_c_1,alpha_c_2,alpha_c_3,alpha_c_4,alpha_c_5,alpha_c_6,alpha_c_7,alpha_c_8,alpha_c_9,beta_c_0,beta_c_1,beta_c_2,beta_c_3,beta_c_4,beta_c_5,beta_c_6,beta_c_7,beta_c_8,beta_c_9
32,1.339679531402588,0.0,0.0,0.4662574231624603,6.0,5.0338664079261255,0.7163999999999999,0.4296,0.28679999999999994,0.5704,1.0888591739527709,1.0493169181487139,1.8661661404173087,1.9885035155679258,1.9567578585861285,1.7503976202986735,1.8246784548625312,1.500534554881513,1.199973914019592,1.379751815515406,1.6080703649984296,1.8793197120242107,1.158594090615392,1.1817458770464144,1.272042288804603,1.1553777532504343,1.060672177073291,1.3987601419239093,1.6777596769430447,1.876196995110768
33,1.3367473990631102,0.0,0.0,0.3858811855316162,6.0,5.0399292667808435,0.7295,0.4423,0.2872,0.5577,1.0925065617427192,1.0507910943702055,1.851506732004073,1.9887704489481113,1.954354929497175,1.7453324160612453,1.8286267829977947,1.4936387224880325,1.1968800927062169,1.3663421841838477,1.614030350809512,1.8704041340162076,1.1352084277535948,1.205889614646697,1.2401629384521329,1.154991528872029,1.0569849956370985,1.3702787435268198,1.6380743425520485,1.852423488636456
34,1.3336749140548707,0.0,0.0,0.38952764868736267,6.0,5.02512829870824,0.7202999999999999,0.42479999999999996,0.2955,0.5752,1.0793495882502602,1.031905757496729,1.8555959758856106,1.993788585333568,1.9458505265852983,1.743441098791254,1.8241205962417681,1.4640227412933584,1.1955184707861117,1.3449432368168746,1.6390670647706522,1.8718768806408739,1.1385046603429654,1.1767102449446383,1.3091759529260114,1.1821394725833707,1.0785113594416158,1.3315517152361858,1.6468409699247317,1.8727888018273942
35,1.331996814918518,0.0,0.0,0.3243865966796875,6.0,5.026863401808092,0.7074,0.41779999999999995,0.2896000000000001,0.5822,1.0833094641375725,1.0319249962296937,1.850006243761848,1.9907185650237686,1.953196690515484,1.7466559519853129,1.8308525490943732,1.4921630008141402,1.195441605489882,1.3440223865191956,1.6365462044620758,1.8911275677668773,1.1583297078871666,1.1930895973654354,1.2444754372472349,1.1530088677125818,1.054896279978935,1.3806215646626698,1.7075775843447127,1.850385513147125
36,1.3291765756225586,0.0,0.0,0.3431396186351776,6.0,5.027861496371687,0.7283,0.42769999999999997,0.3006,0.5723,1.0996214870906547,1.029732444402202,1.853313087502404,1.9894420960370232,1.9471790778362537,1.737682101671653,1.8271933409868908,1.487660732110748,1.2107600806009433,1.3546167673052425,1.6163345221668253,1.866143206806134,1.1487614873730008,1.207140678639912,1.2252582223214152,1.1803749619847368,1.0606703727751436,1.3554672149136244,1.680725538517203,1.8599284838532548
37,1.3276477284622192,0.0,0.0,0.4051617980003357,6.0,5.018555752151762,0.7177,0.41859999999999997,0.29910000000000003,0.5814,1.0843774888216686,1.0332733648817252,1.8634626063544426,1.9921910403024814,1.952493481014086,1.7521608863645197,1.8222049279591006,1.4706597910512744,1.2005860576849154,1.3653657000388026,1.5902818279802953,1.8838345458745347,1.1657970448589081,1.1902324119797143,1.232883379587432,1.182876527156976,1.0590250068308447,1.349969812976125,1.6940417929988383,1.8243144595104714
38,1.3245992855072022,0.0,0.0,0.29463860392570496,6.0,5.007595598850104,0.7074,0.42300000000000004,0.2844,0.577,1.0791807470419217,1.0499021180755341,1.8627177867133293,1.984604871486459,1.9535791114772982,1.7365927388296103,1.8303481666633235,1.4793275588613641,1.1941268331254535,1.3557593420033565,1.6073899494717494,1.8959563979712288,1.1736742968449507,1.2313238995154496,1.2828510185641706,1.1904749882495618,1.0540071009370067,1.3558719923429172,1.677148690309061,1.8272666577487955
39,1.325358310546875,0.0,0.0,0.3286339342594147,6.0,5.011654051368499,0.714,0.4274,0.28659999999999997,0.5726,1.0805111498479039,1.022517800940882,1.8531823264973244,1.9851503844761178,1.9458501942627264,1.736110010720275,1.8225106842377607,1.481333359123191,1.1987130184612615,1.3399174091456187,1.6055098701925838,1.927281911110939,1.1626413213017652,1.1922137828739099,1.2965971258900049,1.1697686370986198,1.066057749111634,1.3662204693650346,1.6569820773571045,1.858686773978231
40,1.3246290957260132,0.0,0.0,0.3880119323730469,6.0,5.01283832218336,0.7289,0.40780000000000005,0.32109999999999994,0.5922,1.0760634546084782,1.0386352590892627,1.8418941333165864,1.9788681799188599,1.9404518116465614,1.71939910403298,1.8127367350146593,1.4575252334784974,1.1890962666562757,1.3555550047808596,1.61638106897359,1.8414386172428765,1.1353385661873976,1.2191073839621775,1.2638126276338193,1.1848653600648846,1.0585557676642143,1.3378559969880086,1.690795647213831,1.8165312456657818
41,1.3230218696212768,0.0,0.0,0.40672096610069275,6.0,5.0118200967988695,0.7183999999999999,0.4344,0.2839999999999999,0.5656,1.0858792002548647,1.0318434467096158,1.8604397471908414,1.9805670842490233,1.9579067477179914,1.7317777265368215,1.8210997746118804,1.468886078471113,1.2018164695071443,1.3554841215958071,1.6079098711843076,1.8451333628286182,1.142971115953782,1.176505674486575,1.3064369667521523,1.1931562652368375,1.0627264979550295,1.3650240209096534,1.676560447953851,1.8729935552153136
42,1.321645189743042,0.0,0.0,0.3288843035697937,6.0,5.006508439398178,0.7355,0.43189999999999995,0.3036000000000001,0.5681,1.0900439081899345,1.0316065123014133,1.8495892341179616,1.9905143906088436,1.9460634913895747,1.7403783475041694,1.8271845002918292,1.4632488989159274,1.2049328418034118,1.356866700874875,1.6060795814484892,1.8595700440809244,1.1643388006083495,1.2137238006762532,1.2881169563059307,1.172954255967494,1.0676838879085258,1.3537462919264498,1.6458755774266274,1.896993102624898
43,1.319617575378418,0.0,0.0,0.3642636835575104,6.0,5.006778748748857,0.734,0.4294,0.3046,0.5706,1.0999847004175796,1.0244976550416873,1.8553594497158705,1.9858456048209343,1.9526181474061268,1.7477611943583964,1.8276847607034552,1.4837132920999356,1.2054858908933752,1.355773547726214,1.636109523760998,1.848188212765452,1.184299068682639,1.1849931173617272,1.270883895552067,1.1878203876183162,1.0571999263275615,1.355222587695207,1.6916418038975551,1.8725953132600126
44,1.3205660440063476,0.0,0.0,0.37309691309928894,6.0,5.003283187251567,0.7211000000000001,0.43320000000000003,0.28790000000000004,0.5668,1.0717448325413268,1.0465722873692622,1.8596111407975102,1.9909215138086578,1.95003985809853,1.7393548263003453,1.82427828513143,1.473236227889195,1.195918331365756,1.3564664146784322,1.588970843178537,1.8960728233732531,1.1379571217100333,1.1859420745269111,1.3030144268899317,1.1983227409670114,1.0751256381764132,1.3147911266292758,1.6260391296937948,1.842140669712935
45,1.3167937843704223,0.0,0.0,0.347179651260376,6.0,5.002242915160821,0.7263,0.43700000000000006,0.2892999999999999,0.563,1.083880389742839,1.0313556154670618,1.8723693320818264,1.989610207660119,1.9552756477804745,1.7449637471562456,1.8251623375641415,1.4849039895455245,1.201452495496901,1.3474274327992783,1.6137585167384818,1.8603973416111352,1.1755990100943523,1.202308513624284,1.3025701460630998,1.2088820714779827,1.0798493672514815,1.3168467533253039,1.6744067967700227,1.8504507959346332
46,1.3158855074691773,0.0,0.0,0.3098353147506714,6.0,4.995627734972083,0.74,0.44720000000000004,0.29279999999999995,0.5528,1.0822125219018257,1.028002081319804,1.8500521402529744,1.9890892182469673,1.9495134149366022,1.736608692752126,1.8253680260285088,1.4671848692247629,1.201281682304714,1.350167080264567,1.566275423140172,1.8664646889547558,1.1729692595694072,1.2268779817444588,1.2382424600288997,1.1662089958825075,1.0719560872563316,1.380488995700846,1.6727359508309523,1.842503354982342
47,1.3157745492553712,0.0,0.0,0.38334301114082336,6.0,4.9986407787293725,0.7242,0.42979999999999996,0.2944,0.5702,1.0866210000289371,1.036510959915493,1.8495595830175884,1.9911167938690966,1.9508344175870462,1.7396287204664382,1.819326893143032,1.473469263147515,1.1980504946940391,1.3449784691071571,1.6512709398708685,1.8515369129912627,1.153119533568087,1.1880360347840486,1.287979232075879,1.2254002356468259,1.058416664752814,1.3707378602698637,1.6750504126024368,1.8677139206005788
48,1.3160407106018066,0.0,0.0,0.3564709424972534,6.0,4.996482393015986,0.7389,0.43620000000000003,0.30269999999999997,0.5638,1.1082158881380124,1.0314798708766928,1.8535733445526084,1.985019548164914,1.944749009273851,1.7451071144674746,1.8170308914330915,1.4719486754873525,1.217903537518533,1.3542643590351504,1.6051561503154237,1.8568760964571667,1.1467609298808494,1.249536192630563,1.2924548817412627,1.1790208173224994,1.0709688136034914,1.4025959703318602,1.6615264751112369,1.8398895394771606
49,1.3147655474090576,0.0,0.0,0.3430132567882538,6.0,4.996038644210152,0.7187,0.42789999999999995,0.29080000000000006,0.5721,1.095577424444506,1.0243664354924351,1.8544639812406067,1.9900843450785293,1.9488769742229102,1.7369977369942629,1.835868695812762,1.4777864165928052,1.2050140980259536,1.349373998239522,1.6145482395616029,1.873792733987579,1.1278202021518327,1.2147508902318032,1.2628063841549027,1.2062776756408575,1.0638436069878776,1.3788949998138507,1.6862171802984174,1.8674147869924755
50,1.313282202682495,0.0,0.0,0.3045470714569092,6.0,4.983751851884301,0.7357,0.42789999999999995,0.3078000000000001,0.5721,1.0861410533680635,1.0221718363749706,1.8574638714265945,1.9883384765566463,1.954408372759514,1.734595325596802,1.8273564238682427,1.4672312410286321,1.2100374341925697,1.3404127072800152,1.6094119246963345,1.8802546537135874,1.203093539418467,1.2462354797841337,1.2621223005797246,1.2237163004667864,1.0688251702072065,1.3613523754012553,1.6736953859134098,1.8609727053995937
51,1.313113596611023,0.0,0.0,0.25158220529556274,6.0,4.992575749107029,0.7318,0.43610000000000004,0.29569999999999996,0.5639,1.0988467629913174,1.0273643997319215,1.8657870722548735,1.987700412035598,1.9522740231145679,1.7531327088470654,1.8239560566289956,1.4700262442879055,1.2222081133166847,1.3564612170314545,1.6112852160583067,1.8781248989617427,1.1489229714474105,1.1879787140185265,1.3228434220604275,1.1840870121250981,1.0543344874516167,1.3764946268647529,1.7068351970609192,1.8446857218852128
52,1.3116732161712648,0.0,0.0,0.27757155895233154,6.0,5.002231877173304,0.7315,0.43000000000000005,0.3015,0.57,1.1091277590188224,1.0280059585181038,1.8652657328359306,1.9858090938509578,1.9570971620662132,1.749756263345099,1.822483357566092,1.4740964848062266,1.2263174386280578,1.366790116290607,1.6456442769531094,1.841479742618473,1.1349654176351054,1.2198915871817742,1.3051716644135887,1.1978102620605313,1.0950077229448596,1.347779843508435,1.6792713193332447,1.8420803321292027
53,1.3104628355026244,0.0,0.0,0.39413368701934814,6.0,4.993210543756899,0.7351,0.43899999999999995,0.29610000000000003,0.561,1.0983391219697645,1.025969943122181,1.8523176634098257,1.9872576290994044,1.959936838320759,1.7481456336462895,1.8132613132067044,1.4720782834245725,1.1991618109481108,1.3526768486213196,1.593799160264642,1.8347723386476718,1.1401166763452009,1.2327107215476463,1.2567180376833358,1.2302038224456866,1.0667103940568616,1.3397899036822112,1.6841977865189848,1.84909085361549
54,1.3110437129974366,0.0,0.0,0.37498629093170166,6.0,4.99516968958823,0.7336,0.4438,0.28980000000000006,0.5562,1.0908373853434687,1.0381523114641,1.8406778948996074,1.9918379622042333,1.940739331952751,1.738837849453587,1.8181605171364592,1.4821313851324798,1.2135562585747761,1.3653234307418394,1.5942672405706342,1.8545098457190081,1.1504593654666715,1.2145346366535976,1.2657023308527133,1.1752771062924123,1.0426025503431744,1.3587063148503413,1.6935719852252384,1.8576972515076933
55,1.3104207672119141,0.0,0.0,0.308587908744812,6.0,4.995855497277302,0.7312000000000001,0.42490000000000006,0.3063,0.5751,1.086218273243331,1.035697631518859,1.8544759777805688,1.9895477072357217,1.944160066297292,1.7499038188353828,1.8198680889880872,1.4619820124048102,1.1887926613278401,1.3686020273686674,1.6274640316243671,1.8634372434347792,1.1567555873290352,1.2256626009636218,1.2379283465997641,1.245904685591188,1.081692191036156,1.3359794406329883,1.6762821518856545,1.8270220826653873
56,1.3108444046783447,0.0,0.0,0.34753313660621643,6.0,4.995082893030113,0.7273000000000001,0.45030000000000003,0.277,0.5497,1.1004935969477114,1.0349996157009582,1.8559124359999166,1.986229223668423,1.9548434378850796,1.7455473873011595,1.8283065057471586,1.4704034432120945,1.205021675590359,1.3651878486204025,1.5929914956812359,1.8525635930888182,1.1808397096136343,1.207016811651342,1.2516847952552463,1.1994491736297412,1.0788348858313792,1.3453547649676232,1.6706340261127637,1.8803657342100997
